,ZipCode,Issue Reported,Longitude,Status Date
63024,78728,COLLISION WITH INJURY,-97.724225,03/17/2019 11:15:04 AM +0000
63055,78751,Traffic Hazard,-97.659458,03/17/2019 12:00:06 PM +0000
63069,78712,Crash Urgent,-97.733612,03/17/2019 12:55:03 PM +0000
63081,78751,Crash Urgent,-97.708475,03/17/2019 01:55:03 PM +0000
63104,78728,COLLISION WITH INJURY,-97.67566500000001,03/17/2019 01:15:04 PM +0000
63117,78754,COLLISION WITH INJURY,-97.582706,03/17/2019 02:05:03 PM +0000
63138,78756,zSTALLED VEHICLE,-97.715958,03/17/2019 01:30:04 PM +0000
63150,78712,Traffic Hazard,-97.768396,03/17/2019 01:30:04 PM +0000
63269,78756,Traffic Hazard,-97.749842,03/17/2019 02:25:03 PM +0000
63273,78712,Crash Service,-97.71835300000001,03/17/2019 02:30:04 PM +0000
63322,78741,zSTALLED VEHICLE,-97.764488,03/17/2019 02:10:04 PM +0000
63401,78701,Crash Urgent,-97.782943,03/17/2019 02:30:04 PM +0000
63405,78701,Crash Service,-97.777183,03/17/2019 03:00:06 PM +0000
63406,78712,Traffic Hazard,-97.744136,03/17/2019 04:15:04 PM +0000
63435,78748,Traffic Hazard,-97.830484,03/17/2019 02:40:04 PM +0000
63436,78749,Crash Service,-97.845883,03/17/2019 03:25:03 PM +0000
63448,78751,Traffic Hazard,-97.694928,03/17/2019 03:10:04 PM +0000
63475,78742,LOOSE LIVESTOCK,-97.57230899999999,03/17/2019 04:00:07 PM +0000
63476,78742,LOOSE LIVESTOCK,-97.625281,03/17/2019 04:05:03 PM +0000
63512,78752,Crash Urgent,-97.61694,03/17/2019 05:50:05 PM +0000
63535,78756,Traffic Hazard,-97.7116,03/17/2019 04:40:04 PM +0000
63536,78734,TRFC HAZD/ DEBRIS,-98.11241,03/17/2019 04:45:04 PM +0000
63581,78757,Crash Urgent,-97.74075699999999,03/17/2019 06:15:04 PM +0000
63599,78728,TRFC HAZD/ DEBRIS,-97.661714,03/17/2019 05:05:03 PM +0000
63603,78712,Traffic Hazard,-97.738106,03/17/2019 07:20:04 PM +0000
63609,78741,Traffic Hazard,-97.771446,03/17/2019 07:40:04 PM +0000
63611,78745,Crash Urgent,-97.777513,03/17/2019 08:00:05 PM +0000
63613,78712,Traffic Hazard,-97.74015,03/17/2019 08:10:03 PM +0000
63629,78741,Crash Service,-97.76377,03/17/2019 05:00:06 PM +0000
63630,78748,COLLISION WITH INJURY,-97.75487700000001,03/17/2019 05:50:05 PM +0000
63635,78752,Crash Urgent,-97.691707,03/17/2019 10:15:04 PM +0000
63661,78751,zSTALLED VEHICLE,-97.721988,03/17/2019 05:15:04 PM +0000
63662,78728,Crash Service,-97.670056,03/17/2019 10:10:04 PM +0000
63663,78729,Crash Service,-97.790887,03/17/2019 10:10:04 PM +0000
63678,78752,Crash Urgent,-97.696078,03/17/2019 05:15:04 PM +0000
63679,78757,Traffic Hazard,-97.71593399999999,03/17/2019 05:35:04 PM +0000
63680,78712,Traffic Hazard,-97.739695,03/17/2019 08:45:04 PM +0000
63697,78741,Traffic Hazard,-97.781513,03/17/2019 06:00:06 PM +0000
63727,78733,TRFC HAZD/ DEBRIS,-97.877286,03/17/2019 05:55:03 PM +0000
63731,78712,Traffic Hazard,-97.749937,03/17/2019 08:45:04 PM +0000
63750,78712,Traffic Hazard,-97.714596,03/17/2019 06:00:06 PM +0000
63752,78712,Traffic Hazard,-97.741238,03/17/2019 08:45:04 PM +0000
63778,78757,Crash Service,-97.718425,03/17/2019 08:05:03 PM +0000
63780,78741,LOOSE LIVESTOCK,-97.696913,03/17/2019 08:55:04 PM +0000
63781,78728,TRFC HAZD/ DEBRIS,-97.66696400000001,03/17/2019 08:55:04 PM +0000
63782,78712,Crash Service,-97.745575,03/17/2019 11:40:04 PM +0000
63805,78712,Traffic Hazard,-97.749939,03/17/2019 06:30:04 PM +0000
63806,78752,Crash Urgent,-97.68875600000001,03/17/2019 07:30:04 PM +0000
63807,78726,Crash Urgent,-97.852479,03/17/2019 10:45:03 PM +0000
63870,78712,Crash Urgent,-97.73039,03/17/2019 06:10:03 PM +0000
63871,78757,Traffic Hazard,-97.71593399999999,03/17/2019 07:15:04 PM +0000
63884,78712,Crash Service,-97.731773,03/17/2019 08:00:05 PM +0000
63885,78712,Crash Urgent,-97.735451,03/17/2019 09:55:03 PM +0000
63886,78712,Traffic Hazard,-97.746962,03/17/2019 10:45:04 PM +0000
63909,78751,Crash Urgent,-97.71253399999999,03/17/2019 07:30:04 PM +0000
63910,78741,Traffic Hazard,-97.78014,03/17/2019 09:35:04 PM +0000
63924,78712,Crash Service,-97.76198000000001,03/17/2019 10:30:05 PM +0000
64110,78712,Traffic Hazard,-97.747754,03/17/2019 10:25:04 PM +0000
64190,78752,TRFC HAZD/ DEBRIS,-97.652857,03/17/2019 10:15:04 PM +0000
64498,78747,COLLISION,-97.675585,03/17/2019 10:20:04 PM +0000
64634,78701,Traffic Hazard,-97.80064499999999,03/17/2019 10:45:04 PM +0000
64664,78726,TRFC HAZD/ DEBRIS,-97.928738,03/17/2019 10:55:03 PM +0000
64665,78701,Traffic Hazard,-97.800596,03/17/2019 11:00:07 PM +0000
64862,78712,Traffic Hazard,-97.738635,03/17/2019 11:20:03 PM +0000
64864,78734,COLLISION,-98.047374,03/18/2019 12:15:04 AM +0000
64871,78752,Traffic Hazard,-97.70019599999999,03/17/2019 11:25:04 PM +0000
64896,78728,Crash Service,-97.691254,03/17/2019 11:25:04 PM +0000
64926,78721,LOOSE LIVESTOCK,-97.570143,03/17/2019 11:25:04 PM +0000
64928,78712,Crash Urgent,-97.74284499999999,03/17/2019 11:25:04 PM +0000
64982,78741,Crash Urgent,-97.772723,03/18/2019 01:55:03 AM +0000
65004,78741,Crash Urgent,-97.772791,03/18/2019 12:00:06 AM +0000
65032,78724,COLLISION WITH INJURY,-97.468401,03/18/2019 02:45:03 AM +0000
65220,78701,Traffic Hazard,-97.800652,03/18/2019 12:30:04 AM +0000
65269,78747,TRFC HAZD/ DEBRIS,-97.659486,03/18/2019 12:35:05 AM +0000
65375,78742,Traffic Hazard,-97.60904599999999,03/18/2019 12:40:04 AM +0000
67309,78712,zSTALLED VEHICLE,-97.740037,03/18/2019 12:50:04 AM +0000
67393,78728,COLLISION,-97.66974599999999,03/18/2019 01:10:03 AM +0000
67527,78757,Crash Urgent,-97.714011,03/18/2019 01:15:04 AM +0000
67587,78712,Traffic Hazard,-97.73297600000001,03/18/2019 01:25:03 AM +0000
67588,78712,Crash Urgent,-97.742287,03/18/2019 01:30:04 AM +0000
67604,78645,COLLISION WITH INJURY,-97.98379200000001,03/18/2019 01:30:04 AM +0000
67630,78751,Crash Service,-97.695432,03/18/2019 01:40:04 AM +0000
67695,78757,Crash Urgent,-97.74264000000001,03/18/2019 01:45:04 AM +0000
67696,78757,Crash Urgent,-97.73504799999999,03/18/2019 03:55:03 AM +0000
67764,78757,Crash Urgent,-97.739887,03/18/2019 02:10:03 AM +0000
67800,78712,Crash Service,-97.736986,03/18/2019 02:40:04 AM +0000
68374,78752,TRFC HAZD/ DEBRIS,-97.65525799999999,03/18/2019 02:40:04 AM +0000
68677,78701,zSTALLED VEHICLE,-97.70715,03/18/2019 02:45:03 AM +0000
68680,78712,Traffic Hazard,-97.749105,03/18/2019 02:45:03 AM +0000
68686,78754,COLLISION WITH INJURY,-97.545439,03/18/2019 03:15:03 AM +0000
68690,78752,Traffic Hazard,-97.65525799999999,03/18/2019 03:25:03 AM +0000
68691,78729,Crash Urgent,-97.785078,03/18/2019 05:25:04 AM +0000
68808,78756,Crash Urgent,-97.717842,03/18/2019 03:55:03 AM +0000
68863,78662,COLLISION,-97.29332,03/18/2019 04:20:04 AM +0000
68911,78701,Crash Urgent,-97.7742,03/18/2019 04:15:04 AM +0000
68914,78752,TRFC HAZD/ DEBRIS,-97.647149,03/18/2019 04:40:03 AM +0000
68993,78712,Crash Service,-97.715358,03/18/2019 04:30:04 AM +0000
68996,78726,COLLISN/ LVNG SCN,-97.91659200000001,03/18/2019 04:35:05 AM +0000
69014,78756,Crash Urgent,-97.714497,03/18/2019 05:45:04 AM +0000
69018,78701,Crash Urgent,-97.75926199999999,03/18/2019 06:40:04 AM +0000
69041,78741,Crash Urgent,-97.76875600000001,03/18/2019 05:55:03 AM +0000
69042,78752,TRFC HAZD/ DEBRIS,-97.647149,03/18/2019 06:15:05 AM +0000
69063,78742,COLLISION,-97.645139,03/18/2019 06:45:03 AM +0000
69068,78742,Crash Urgent,-97.645152,03/18/2019 06:45:03 AM +0000
69070,78721,Crash Urgent,-97.654464,03/18/2019 08:10:04 AM +0000
69074,78741,Traffic Hazard,-97.775927,03/18/2019 11:00:07 AM +0000
69152,78748,Crash Urgent,-97.80540400000001,03/18/2019 06:25:03 AM +0000
69155,78756,Traffic Hazard,-97.759786,03/18/2019 08:50:04 AM +0000
69157,78664,TRFC HAZD/ DEBRIS,-97.479327,03/18/2019 12:00:07 PM +0000
69165,78729,Traffic Hazard,-97.77631600000001,03/18/2019 06:30:06 AM +0000
69170,78741,zSTALLED VEHICLE,-97.771242,03/18/2019 09:00:06 AM +0000
69250,78701,Crash Urgent,-97.75926199999999,03/18/2019 07:35:04 AM +0000
69252,78742,Crash Urgent,-97.64733199999999,03/18/2019 10:55:03 AM +0000
69253,78757,Traffic Hazard,-97.74186999999999,03/18/2019 12:00:07 PM +0000
69278,78701,Crash Urgent,-97.765313,03/18/2019 06:50:04 AM +0000
69282,78751,Crash Urgent,-97.673135,03/18/2019 12:10:04 PM +0000
69326,78751,Traffic Hazard,-97.66634300000001,03/18/2019 12:55:04 PM +0000
69355,78754,TRFC HAZD/ DEBRIS,-97.57231800000001,03/18/2019 12:55:04 PM +0000
69381,78741,Traffic Hazard,-97.698813,03/18/2019 01:55:03 PM +0000
69435,78712,Traffic Hazard,-97.71534,03/18/2019 01:05:03 PM +0000
69484,78728,TRFC HAZD/ DEBRIS,-97.68575600000001,03/18/2019 01:10:03 PM +0000
69510,78749,Traffic Hazard,-97.879299,03/18/2019 01:25:03 PM +0000
69513,78751,Traffic Hazard,-97.66305200000001,03/18/2019 04:00:07 PM +0000
69520,78734,COLLISN/ LVNG SCN,-97.976312,03/18/2019 04:40:06 PM +0000
69521,78741,Traffic Hazard,-97.68804,03/18/2019 04:40:06 PM +0000
69526,78712,Crash Service,-97.72608100000001,03/18/2019 05:40:05 PM +0000
69527,78722,Crash Urgent,-97.68262800000001,03/18/2019 05:45:05 PM +0000
69528,78745,Crash Urgent,-97.82458100000001,03/18/2019 06:20:05 PM +0000
69529,78729,Crash Urgent,-97.78526600000001,03/18/2019 07:00:06 PM +0000
69530,78712,Crash Urgent,-97.753465,03/18/2019 08:10:11 PM +0000
69539,78757,Crash Urgent,-97.721575,03/18/2019 01:45:04 PM +0000
69544,78712,Traffic Hazard,-97.771948,03/18/2019 04:25:04 PM +0000
69545,78741,Traffic Hazard,-97.767916,03/18/2019 04:35:05 PM +0000
69546,78748,Traffic Hazard,-97.799554,03/18/2019 04:40:06 PM +0000
69547,78733,COLLISN/ LVNG SCN,-97.985694,03/18/2019 05:00:06 PM +0000
69548,78748,Traffic Hazard,-97.799554,03/18/2019 05:00:06 PM +0000
69549,78741,Traffic Hazard,-97.767899,03/18/2019 05:05:04 PM +0000
69550,78701,Crash Service,-97.758228,03/18/2019 05:10:03 PM +0000
69551,78741,zSTALLED VEHICLE,-97.708791,03/18/2019 05:15:04 PM +0000
69561,78739,COLLISION,-97.960736,03/18/2019 02:40:05 PM +0000
69564,78748,TRFC HAZD/ DEBRIS,-97.823841,03/18/2019 05:30:04 PM +0000
69565,78748,Traffic Hazard,-97.799554,03/18/2019 05:55:04 PM +0000
69576,78728,Crash Service,-97.706147,03/18/2019 02:30:05 PM +0000
69577,78754,TRFC HAZD/ DEBRIS,-97.49267900000001,03/18/2019 02:50:05 PM +0000
69578,78756,Crash Urgent,-97.708802,03/18/2019 05:45:05 PM +0000
69579,78756,Crash Urgent,-97.707269,03/18/2019 07:15:04 PM +0000
69615,78741,Traffic Hazard,-97.709183,03/18/2019 02:40:05 PM +0000
69617,78751,Traffic Hazard,-97.707346,03/18/2019 05:55:04 PM +0000
69713,78751,Crash Urgent,-97.688937,03/18/2019 07:30:05 PM +0000
69778,78712,Traffic Hazard,-97.727151,03/18/2019 03:10:04 PM +0000
69802,78712,Traffic Hazard,-97.74925400000001,03/18/2019 03:15:05 PM +0000
69805,78712,Traffic Hazard,-97.72725600000001,03/18/2019 03:20:07 PM +0000
69810,78728,TRFC HAZD/ DEBRIS,-97.6379,03/18/2019 06:00:07 PM +0000
69952,78751,Crash Urgent,-97.68337700000001,03/18/2019 07:15:04 PM +0000
69955,78726,COLLISION/PRIVATE PROPERTY,-97.885968,03/18/2019 07:25:04 PM +0000
69968,78703,TRFC HAZD/ DEBRIS,-97.828721,03/18/2019 06:40:04 PM +0000
69969,78748,Traffic Hazard,-97.799554,03/18/2019 06:45:05 PM +0000
69970,78729,Traffic Hazard,-97.786278,03/18/2019 06:45:05 PM +0000
69971,78712,Crash Service,-97.752278,03/18/2019 09:30:05 PM +0000
70257,78701,Crash Urgent,-97.777183,03/18/2019 06:45:05 PM +0000
70310,78712,Traffic Hazard,-97.70394499999999,03/18/2019 06:55:04 PM +0000
70311,78742,COLLISION,-97.631968,03/18/2019 07:25:04 PM +0000
70354,78701,Crash Urgent,-97.789697,03/18/2019 07:55:03 PM +0000
70376,78701,Crash Urgent,-97.795776,03/18/2019 07:05:04 PM +0000
70460,78712,Traffic Hazard,-97.70394499999999,03/18/2019 07:20:06 PM +0000
70487,78742,COLLISN/ LVNG SCN,-97.585978,03/18/2019 08:10:11 PM +0000
70547,78751,Crash Urgent,-97.700204,03/18/2019 07:25:04 PM +0000
70549,78728,zSTALLED VEHICLE,-97.700127,03/18/2019 07:25:04 PM +0000
70600,78712,Crash Service,-97.740403,03/18/2019 07:30:05 PM +0000
70601,78745,Traffic Hazard,-97.776323,03/18/2019 07:35:05 PM +0000
70622,78701,Crash Urgent,-97.777789,03/18/2019 07:35:05 PM +0000
70705,78712,Crash Urgent,-97.77754300000001,03/18/2019 07:40:03 PM +0000
70706,78749,Crash Urgent,-97.862386,03/18/2019 07:40:03 PM +0000
70707,78749,Crash Service,-97.845774,03/18/2019 10:40:05 PM +0000
70758,78745,Crash Service,-97.802757,03/18/2019 11:15:04 PM +0000
70817,78712,Crash Urgent,-97.730729,03/18/2019 08:55:04 PM +0000
70818,78729,Traffic Hazard,-97.79199100000001,03/18/2019 09:20:10 PM +0000
70828,78712,Crash Service,-97.742994,03/18/2019 08:10:11 PM +0000
70829,78734,TRFC HAZD/ DEBRIS,-98.020412,03/18/2019 08:15:06 PM +0000
70830,78748,Traffic Hazard,-97.811856,03/18/2019 08:35:06 PM +0000
70831,78741,Crash Urgent,-97.764505,03/18/2019 08:45:05 PM +0000
70832,78757,zSTALLED VEHICLE,-97.73470400000001,03/18/2019 09:00:08 PM +0000
70851,78712,Crash Urgent,-97.743496,03/18/2019 08:10:11 PM +0000
70900,78757,Crash Service,-97.742265,03/18/2019 08:20:05 PM +0000
70902,78701,Crash Urgent,-97.754862,03/18/2019 10:15:05 PM +0000
70917,78729,Crash Service,-97.753801,03/18/2019 08:25:05 PM +0000
70919,78749,Traffic Hazard,-97.872502,03/18/2019 08:50:05 PM +0000
70920,78712,Crash Service,-97.75710600000001,03/18/2019 08:55:04 PM +0000
70921,78712,Crash Urgent,-97.744123,03/18/2019 09:15:05 PM +0000
70923,78741,COLLISION,-97.685354,03/18/2019 09:35:04 PM +0000
70943,78741,TRFC HAZD/ DEBRIS,-97.69676,03/18/2019 08:55:04 PM +0000
70944,78712,Traffic Hazard,-97.743709,03/18/2019 09:15:05 PM +0000
70945,78703,Traffic Hazard,-97.806663,03/18/2019 09:25:04 PM +0000
70946,78734,COLLISION,-98.089653,03/18/2019 09:40:04 PM +0000
70956,78745,Crash Urgent,-97.769856,03/18/2019 08:45:05 PM +0000
70957,78752,Crash Urgent,-97.686041,03/18/2019 08:45:05 PM +0000
70958,78741,zSTALLED VEHICLE,-97.744682,03/18/2019 09:00:08 PM +0000
70959,78745,Traffic Hazard,-97.816647,03/18/2019 09:15:05 PM +0000
70960,78742,Crash Service,-97.64608100000001,03/18/2019 09:50:03 PM +0000
70961,78741,Crash Urgent,-97.766033,03/18/2019 10:25:03 PM +0000
70973,78701,Crash Urgent,-97.691062,03/18/2019 11:10:03 PM +0000
70999,78721,Crash Urgent,-97.680185,03/18/2019 09:20:10 PM +0000
71001,78712,Crash Service,-97.73804200000001,03/18/2019 09:55:03 PM +0000
71035,78728,Traffic Hazard,-97.703503,03/18/2019 10:30:05 PM +0000
71059,78757,Crash Urgent,-97.718677,03/18/2019 10:30:05 PM +0000
71072,78712,Crash Urgent,-97.723601,03/18/2019 09:55:03 PM +0000
71073,78745,TRFC HAZD/ DEBRIS,-97.818416,03/18/2019 10:00:07 PM +0000
71091,78729,Crash Service,-97.78076999999999,03/18/2019 11:15:04 PM +0000
71136,78712,Crash Urgent,-97.715981,03/18/2019 10:25:03 PM +0000
71181,78729,Traffic Hazard,-97.79016899999999,03/18/2019 10:30:05 PM +0000
71184,78757,zSTALLED VEHICLE,-97.728645,03/18/2019 11:15:04 PM +0000
71185,78712,Crash Service,-97.734205,03/19/2019 12:10:03 AM +0000
71193,78733,TRFC HAZD/ DEBRIS,-98.000623,03/18/2019 10:00:07 PM +0000
71194,78712,Traffic Hazard,-97.731718,03/18/2019 10:10:04 PM +0000
71223,78726,TRFC HAZD/ DEBRIS,-97.90007299999999,03/18/2019 10:10:04 PM +0000
71224,78729,Crash Service,-97.751828,03/19/2019 12:00:07 AM +0000
71249,78751,Crash Service,-97.668433,03/18/2019 11:15:04 PM +0000
71250,78712,Traffic Hazard,-97.71583299999999,03/18/2019 11:35:03 PM +0000
71278,78701,Traffic Hazard,-97.79864,03/19/2019 12:00:07 AM +0000
71279,78749,Crash Urgent,-97.855277,03/19/2019 12:35:04 AM +0000
71301,78748,Crash Service,-97.826429,03/18/2019 11:20:05 PM +0000
71302,78728,Crash Service,-97.678162,03/19/2019 12:10:03 AM +0000
71336,78752,Crash Urgent,-97.67347600000001,03/18/2019 10:55:03 PM +0000
71337,78756,Traffic Hazard,-97.744415,03/18/2019 11:10:03 PM +0000
71338,78712,Crash Urgent,-97.73791899999999,03/19/2019 12:00:07 AM +0000
71339,78749,Traffic Hazard,-97.848799,03/19/2019 01:45:04 PM +0000
71342,78712,Crash Urgent,-97.768259,03/19/2019 06:40:05 PM +0000
71387,78712,Crash Urgent,-97.714688,03/18/2019 11:55:04 PM +0000
71410,78756,Crash Service,-97.717842,03/18/2019 11:30:04 PM +0000
71411,78745,COLLISN/ LVNG SCN,-97.824907,03/19/2019 12:15:05 AM +0000
71413,78756,Traffic Hazard,-97.739216,03/19/2019 04:25:03 AM +0000
71415,78754,COLLISION,-97.52553499999999,03/19/2019 07:45:05 AM +0000
71419,78701,zSTALLED VEHICLE,-97.762606,03/19/2019 08:40:05 AM +0000
71422,78729,Crash Service,-97.730581,03/19/2019 09:25:03 AM +0000
71426,78749,Traffic Hazard,-97.835687,03/19/2019 09:55:02 AM +0000
71427,78745,Traffic Hazard,-97.807611,03/19/2019 10:25:03 AM +0000
71433,78712,zSTALLED VEHICLE,-97.735303,03/19/2019 04:05:04 PM +0000
71464,78712,Crash Service,-97.723412,03/18/2019 11:55:04 PM +0000
71465,78752,Traffic Hazard,-97.651779,03/19/2019 12:15:05 AM +0000
71468,78754,LOOSE LIVESTOCK,-97.528356,03/19/2019 02:40:03 AM +0000
71469,78712,Crash Urgent,-97.772765,03/19/2019 05:00:06 AM +0000
71470,78728,Traffic Hazard,-97.67304399999999,03/19/2019 07:30:04 AM +0000
71475,78752,Crash Service,-97.698709,03/19/2019 10:00:06 AM +0000
71480,78751,Traffic Hazard,-97.663566,03/19/2019 11:55:04 AM +0000
71481,78741,Crash Urgent,-97.684115,03/19/2019 12:20:05 PM +0000
71482,78712,Crash Urgent,-97.732708,03/19/2019 12:50:08 PM +0000
71483,78742,LOOSE LIVESTOCK,-97.577465,03/19/2019 01:40:04 PM +0000
71484,78660,TRFC HAZD/ DEBRIS,-97.42757399999999,03/19/2019 01:55:03 PM +0000
71485,78728,Crash Urgent,-97.707305,03/19/2019 02:00:07 PM +0000
71486,78722,Traffic Hazard,-97.6764,03/19/2019 03:55:04 PM +0000
71487,78748,Crash Service,-97.816999,03/19/2019 05:30:05 PM +0000
71496,78712,Crash Service,-97.71544300000001,03/19/2019 02:20:04 AM +0000
71499,78742,COLLISION,-97.540097,03/19/2019 03:00:06 AM +0000
71501,78754,LOOSE LIVESTOCK,-97.525278,03/19/2019 07:50:04 AM +0000
71505,78703,COLLISN/ LVNG SCN,-97.83176800000001,03/19/2019 12:45:04 PM +0000
71506,78749,COLLISION,-97.8889,03/19/2019 01:50:04 PM +0000
71507,78756,Traffic Hazard,-97.72501199999999,03/19/2019 01:55:03 PM +0000
71508,78748,TRFC HAZD/ DEBRIS,-97.828529,03/19/2019 03:10:03 PM +0000
71509,78752,Traffic Hazard,-97.655668,03/19/2019 03:15:07 PM +0000
71510,78728,TRFC HAZD/ DEBRIS,-97.632,03/19/2019 03:15:07 PM +0000
71511,78749,Crash Urgent,-97.874381,03/19/2019 04:00:07 PM +0000
71521,78754,Crash Service,-97.589963,03/19/2019 12:30:04 AM +0000
71525,78712,Traffic Hazard,-97.748028,03/19/2019 12:30:04 AM +0000
71526,78751,Crash Urgent,-97.70845,03/19/2019 03:35:04 AM +0000
71527,78712,Crash Urgent,-97.743709,03/19/2019 12:55:03 PM +0000
71528,78728,COLLISION,-97.710076,03/19/2019 01:00:06 PM +0000
71529,78728,Traffic Hazard,-97.673653,03/19/2019 01:40:04 PM +0000
71530,78741,LOOSE LIVESTOCK,-97.694115,03/19/2019 03:40:04 PM +0000
71531,78712,Traffic Hazard,-97.70394499999999,03/19/2019 04:00:07 PM +0000
71532,78742,COLLISION WITH INJURY,-97.579375,03/19/2019 04:05:04 PM +0000
71533,78728,Traffic Hazard,-97.659921,03/19/2019 04:15:05 PM +0000
71534,78722,Crash Service,-97.666207,03/19/2019 04:55:03 PM +0000
71535,78741,Crash Urgent,-97.77536500000001,03/19/2019 05:20:04 PM +0000
71536,78749,Traffic Hazard,-97.836664,03/19/2019 05:30:05 PM +0000
71537,78728,Crash Urgent,-97.691585,03/19/2019 05:55:04 PM +0000
71538,78757,Crash Urgent,-97.719748,03/19/2019 07:15:09 PM +0000
71547,78754,COLLISION,-97.538675,03/19/2019 12:10:03 AM +0000
71552,78730,Crash Urgent,-97.84546800000001,03/19/2019 03:25:03 AM +0000
71553,78712,Crash Urgent,-97.71929399999999,03/19/2019 04:15:04 AM +0000
71558,78733,TRFC HAZD/ DEBRIS,-97.872271,03/19/2019 02:10:05 PM +0000
71559,78728,COLLISION,-97.657947,03/19/2019 02:40:05 PM +0000
71561,78729,zSTALLED VEHICLE,-97.74594,03/19/2019 03:25:04 PM +0000
71563,78729,Crash Urgent,-97.80216300000001,03/19/2019 04:20:03 PM +0000
71564,78741,Traffic Hazard,-97.703876,03/19/2019 04:30:04 PM +0000
71565,78701,Crash Urgent,-97.70308100000001,03/19/2019 04:45:04 PM +0000
71566,78712,Crash Service,-97.757316,03/19/2019 05:05:05 PM +0000
71567,78712,Traffic Hazard,-97.725112,03/19/2019 05:20:04 PM +0000
71572,78728,COLLISION,-97.665769,03/19/2019 12:05:02 AM +0000
71578,78748,Crash Urgent,-97.838768,03/19/2019 05:40:04 AM +0000
71626,78741,Traffic Hazard,-97.77884,03/19/2019 12:15:05 AM +0000
71628,78745,Traffic Hazard,-97.793684,03/19/2019 03:20:04 AM +0000
71635,78728,Traffic Hazard,-97.673125,03/19/2019 02:55:03 PM +0000
71636,78726,COLLISION WITH INJURY,-97.930035,03/19/2019 03:25:04 PM +0000
71658,78751,Crash Urgent,-97.696584,03/19/2019 12:00:07 AM +0000
71662,78751,Traffic Hazard,-97.69505,03/19/2019 12:30:04 AM +0000
71663,78712,zSTALLED VEHICLE,-97.75161999999999,03/19/2019 01:05:04 AM +0000
71664,78756,Traffic Hazard,-97.714699,03/19/2019 04:45:04 AM +0000
71665,78741,Traffic Hazard,-97.744017,03/19/2019 05:10:04 AM +0000
71666,78712,Crash Service,-97.748769,03/19/2019 09:10:04 AM +0000
71667,78748,Crash Urgent,-97.78721800000001,03/19/2019 03:25:04 PM +0000
71668,78756,Crash Urgent,-97.726336,03/19/2019 03:25:04 PM +0000
71675,78712,Crash Urgent,-97.753495,03/19/2019 01:55:03 AM +0000
71678,78701,zSTALLED VEHICLE,-97.76977600000001,03/19/2019 05:15:04 AM +0000
71682,78748,TRFC HAZD/ DEBRIS,-97.80620400000001,03/19/2019 05:25:03 AM +0000
71683,78741,COLLISION,-97.68768100000001,03/19/2019 11:15:03 AM +0000
71684,78757,Crash Urgent,-97.714241,03/19/2019 02:30:05 PM +0000
71685,78756,Traffic Hazard,-97.730896,03/19/2019 04:30:04 PM +0000
71686,78728,COLLISION,-97.665638,03/19/2019 05:00:07 PM +0000
71687,78754,TRFC HAZD/ DEBRIS,-97.542912,03/19/2019 05:20:04 PM +0000
71688,78729,Traffic Hazard,-97.773927,03/19/2019 05:25:04 PM +0000
71689,78712,Crash Service,-97.73858299999999,03/19/2019 05:35:05 PM +0000
71690,78756,Crash Urgent,-97.72874399999999,03/19/2019 05:55:04 PM +0000
71691,78712,Traffic Hazard,-97.757462,03/19/2019 06:00:07 PM +0000
71692,78748,Crash Service,-97.851809,03/19/2019 08:00:07 PM +0000
71693,78752,Crash Service,-97.69227,03/19/2019 08:10:03 PM +0000
71694,78701,Traffic Hazard,-97.73695699999999,03/19/2019 08:30:06 PM +0000
