,ZipCode,Issue Reported,Longitude,Status Date
90323,78701,Crash Service,-97.768628,03/27/2019 01:05:03 AM +0000
90324,78757,Traffic Hazard,-97.74984,03/27/2019 01:50:04 AM +0000
90325,78701,Traffic Hazard,-97.70949499999999,03/27/2019 12:45:04 PM +0000
90336,78741,COLLISN/ LVNG SCN,-97.686576,03/26/2019 09:30:05 PM +0000
90337,78748,COLLISN/ LVNG SCN,-97.74815500000001,03/26/2019 10:50:04 PM +0000
90338,78756,Crash Service,-97.803561,03/26/2019 11:15:04 PM +0000
90339,78741,zSTALLED VEHICLE,-97.710298,03/27/2019 01:25:03 AM +0000
90340,78751,Crash Urgent,-97.682464,03/27/2019 01:50:04 PM +0000
90356,78712,Traffic Hazard,-97.702337,03/26/2019 09:35:16 PM +0000
90357,78741,Traffic Hazard,-97.740425,03/26/2019 09:40:04 PM +0000
90362,78730,Crash Urgent,-97.827687,03/26/2019 10:30:03 PM +0000
90363,78729,Crash Urgent,-97.784622,03/27/2019 04:20:04 AM +0000
90364,78751,Crash Urgent,-97.712973,03/27/2019 01:45:04 PM +0000
90365,78754,COLLISION,-97.58228100000001,03/27/2019 02:15:04 PM +0000
90374,78722,Traffic Hazard,-97.665609,03/26/2019 09:35:16 PM +0000
90375,78712,Crash Urgent,-97.712597,03/27/2019 12:40:03 AM +0000
90380,78757,zSTALLED VEHICLE,-97.71593399999999,03/27/2019 01:55:04 AM +0000
90381,78712,Traffic Hazard,-97.734205,03/27/2019 02:10:03 AM +0000
90384,78741,Crash Service,-97.746483,03/27/2019 03:40:05 PM +0000
90398,78703,COLLISION,-97.82949,03/26/2019 10:20:04 PM +0000
90400,78729,Crash Service,-97.78963900000001,03/27/2019 02:10:03 AM +0000
90401,78701,Traffic Hazard,-97.74839200000001,03/27/2019 02:40:04 AM +0000
90402,78712,Crash Service,-97.755307,03/27/2019 03:10:03 AM +0000
90403,78742,COLLISION,-97.560699,03/27/2019 01:20:05 PM +0000
90404,78729,Crash Urgent,-97.84392199999999,03/27/2019 01:35:04 PM +0000
90405,78742,COLLISION,-97.560975,03/27/2019 02:05:04 PM +0000
90415,78712,Crash Service,-97.754594,03/26/2019 11:45:04 PM +0000
90417,78747,TRFC HAZD/ DEBRIS,-97.61178000000001,03/27/2019 02:10:03 AM +0000
90419,78712,Traffic Hazard,-97.758521,03/27/2019 01:30:05 PM +0000
90420,78729,Traffic Hazard,-97.777018,03/27/2019 01:35:04 PM +0000
90435,78754,Traffic Hazard,-97.578124,03/26/2019 10:00:07 PM +0000
90439,78728,Traffic Hazard,-97.686657,03/27/2019 02:15:04 AM +0000
90440,78752,Crash Urgent,-97.695678,03/27/2019 03:35:03 AM +0000
90441,78712,Crash Urgent,-97.750171,03/27/2019 03:25:04 PM +0000
90451,78701,Traffic Hazard,-97.73688800000001,03/26/2019 10:30:03 PM +0000
90452,78742,COLLISION WITH INJURY,-97.54120400000001,03/26/2019 11:50:05 PM +0000
90453,78741,Crash Service,-97.706986,03/27/2019 02:35:04 AM +0000
90454,78742,TRFC HAZD/ DEBRIS,-97.520748,03/27/2019 01:45:04 PM +0000
90455,78751,Crash Urgent,-97.6968,03/27/2019 01:55:03 PM +0000
90456,78756,Crash Service,-97.784932,03/27/2019 02:30:05 PM +0000
90469,78751,Crash Service,-97.705735,03/26/2019 10:20:04 PM +0000
90472,78729,Crash Urgent,-97.790028,03/27/2019 02:25:03 AM +0000
90476,78723,TRFC HAZD/ DEBRIS,-97.616998,03/27/2019 02:45:04 AM +0000
90477,78729,Crash Urgent,-97.833105,03/27/2019 03:40:04 AM +0000
90478,78733,COLLISION,-97.968329,03/27/2019 02:05:04 PM +0000
90479,78751,zSTALLED VEHICLE,-97.684258,03/27/2019 02:10:03 PM +0000
90480,78751,zSTALLED VEHICLE,-97.697779,03/27/2019 02:55:04 PM +0000
90490,78712,Crash Service,-97.74640500000001,03/26/2019 10:30:03 PM +0000
90491,78752,Crash Service,-97.691793,03/26/2019 11:50:05 PM +0000
90494,78722,Traffic Hazard,-97.695509,03/27/2019 02:45:04 AM +0000
90495,78745,Crash Urgent,-97.828441,03/27/2019 04:10:03 AM +0000
90499,78739,COLLISION,-97.953022,03/27/2019 03:00:07 PM +0000
90500,78728,VEHICLE FIRE,-97.6712,03/27/2019 03:10:04 PM +0000
90511,78757,Traffic Hazard,-97.736899,03/26/2019 10:20:04 PM +0000
90513,78742,Traffic Hazard,-97.629441,03/26/2019 10:20:04 PM +0000
90514,78741,Traffic Hazard,-97.747315,03/26/2019 10:30:03 PM +0000
90515,78751,Crash Service,-97.692509,03/26/2019 10:45:04 PM +0000
90517,78745,zSTALLED VEHICLE,-97.823603,03/27/2019 02:55:03 AM +0000
90520,78749,zSTALLED VEHICLE,-97.868674,03/27/2019 02:40:04 PM +0000
90521,78757,Crash Service,-97.736189,03/27/2019 03:25:04 PM +0000
90535,78742,TRFC HAZD/ DEBRIS,-97.629441,03/26/2019 10:35:04 PM +0000
90538,78712,Traffic Hazard,-97.740385,03/27/2019 03:10:03 AM +0000
90539,78756,Traffic Hazard,-97.739239,03/27/2019 03:10:03 AM +0000
90540,78728,Crash Urgent,-97.709585,03/27/2019 03:00:07 PM +0000
90549,78712,Crash Urgent,-97.75471,03/27/2019 12:00:06 AM +0000
90552,78728,COLLISION,-97.656077,03/27/2019 03:40:04 AM +0000
90555,78712,Traffic Hazard,-97.735444,03/27/2019 03:20:05 PM +0000
90557,78728,Crash Urgent,-97.71377700000001,03/27/2019 09:05:07 PM +0000
90567,78712,Traffic Hazard,-97.734778,03/26/2019 10:55:03 PM +0000
90569,78729,Crash Urgent,-97.824607,03/27/2019 12:30:05 AM +0000
90572,78701,Crash Urgent,-97.76007,03/27/2019 05:10:04 AM +0000
90575,78701,Crash Service,-97.777673,03/27/2019 03:55:03 PM +0000
90576,78712,Crash Service,-97.725872,03/27/2019 05:00:07 PM +0000
90584,78751,Crash Service,-97.66102099999999,03/26/2019 11:00:07 PM +0000
90585,78701,Traffic Hazard,-97.763951,03/26/2019 11:35:04 PM +0000
90586,78741,Crash Urgent,-97.710088,03/26/2019 11:35:04 PM +0000
90591,78721,Crash Urgent,-97.623203,03/27/2019 04:20:04 AM +0000
90593,78742,COLLISION WITH INJURY,-97.609481,03/27/2019 03:10:04 PM +0000
90604,78741,Crash Urgent,-97.731155,03/27/2019 05:25:04 AM +0000
90605,78757,zSTALLED VEHICLE,-97.793587,03/27/2019 03:00:07 PM +0000
90608,78712,Traffic Hazard,-97.723485,03/27/2019 03:10:04 PM +0000
90619,78729,Traffic Hazard,-97.804019,03/27/2019 04:20:04 AM +0000
90623,78757,Crash Service,-97.74370400000001,03/27/2019 04:35:04 AM +0000
90624,78712,Crash Service,-97.71244200000001,03/27/2019 03:05:03 PM +0000
90626,78728,Crash Urgent,-97.673301,03/27/2019 04:40:04 PM +0000
90635,78748,COLLISION,-97.740876,03/27/2019 04:45:04 AM +0000
90636,78757,Traffic Hazard,-97.73342,03/27/2019 03:15:04 PM +0000
90637,78756,Crash Urgent,-97.739604,03/27/2019 05:25:05 PM +0000
90639,78752,Traffic Hazard,-97.6979,03/27/2019 06:05:05 PM +0000
90640,78757,Crash Service,-97.745991,03/27/2019 07:55:03 PM +0000
90645,78741,Crash Service,-97.775475,03/27/2019 09:35:06 PM +0000
90649,78712,Traffic Hazard,-97.736817,03/27/2019 10:35:04 PM +0000
90650,78757,Traffic Hazard,-97.70322900000001,03/27/2019 10:40:04 PM +0000
90656,78701,Crash Service,-97.746655,03/27/2019 04:35:04 AM +0000
90657,78701,Crash Urgent,-97.742284,03/27/2019 05:55:03 AM +0000
90658,78749,Crash Urgent,-97.83258199999999,03/27/2019 04:55:04 PM +0000
90667,78701,zSTALLED VEHICLE,-97.690738,03/27/2019 06:00:06 PM +0000
90668,78749,TRFC HAZD/ DEBRIS,-97.894686,03/27/2019 06:10:05 PM +0000
90672,78729,Crash Urgent,-97.825926,03/27/2019 08:05:04 PM +0000
90673,78741,Crash Urgent,-97.781513,03/27/2019 08:50:10 PM +0000
90677,78729,Crash Service,-97.746409,03/27/2019 09:50:05 PM +0000
90678,78742,TRFC HAZD/ DEBRIS,-97.621263,03/27/2019 09:55:04 PM +0000
90679,78749,Traffic Hazard,-97.830349,03/27/2019 10:00:07 PM +0000
90680,78729,TRFC HAZD/ DEBRIS,-97.792272,03/27/2019 10:10:04 PM +0000
90687,78721,Crash Urgent,-97.66485,03/27/2019 05:40:04 PM +0000
90688,78712,Crash Service,-97.75773000000001,03/27/2019 06:10:05 PM +0000
90689,78742,Crash Urgent,-97.683984,03/27/2019 06:15:05 PM +0000
90699,78745,zSTALLED VEHICLE,-97.782686,03/27/2019 07:45:05 PM +0000
90701,78752,Crash Urgent,-97.64948199999999,03/27/2019 08:45:09 PM +0000
90702,78728,TRFC HAZD/ DEBRIS,-97.660884,03/27/2019 09:50:05 PM +0000
90703,78752,Crash Urgent,-97.686374,03/27/2019 10:55:03 PM +0000
90704,78748,Crash Urgent,-97.82808100000001,03/27/2019 11:00:06 PM +0000
90705,78756,Crash Service,-97.746747,03/27/2019 11:45:04 PM +0000
90713,78712,Traffic Hazard,-97.74454899999999,03/27/2019 03:50:04 PM +0000
90714,78756,Traffic Hazard,-97.70886,03/27/2019 03:55:03 PM +0000
90716,78728,COLLISION/PRIVATE PROPERTY,-97.6528,03/27/2019 04:00:07 PM +0000
90717,78749,zSTALLED VEHICLE,-97.872455,03/27/2019 04:00:07 PM +0000
90721,78751,zSTALLED VEHICLE,-97.705601,03/27/2019 06:50:05 PM +0000
90722,78742,Crash Service,-97.688313,03/27/2019 06:55:06 PM +0000
90726,78748,COLLISN/ LVNG SCN,-97.75161899999999,03/27/2019 08:30:07 PM +0000
90727,78712,Traffic Hazard,-97.74771700000001,03/27/2019 09:50:05 PM +0000
90728,78712,Traffic Hazard,-97.724751,03/27/2019 09:50:05 PM +0000
90729,78742,COLLISION,-97.61752299999999,03/27/2019 09:55:04 PM +0000
90730,78754,TRFC HAZD/ DEBRIS,-97.584453,03/27/2019 10:00:07 PM +0000
90731,78756,Traffic Hazard,-97.753546,03/27/2019 11:20:05 PM +0000
90732,78742,COLLISION,-97.60331,03/28/2019 12:05:03 AM +0000
90733,78703,zSTALLED VEHICLE,-97.80897399999999,03/28/2019 12:20:04 AM +0000
90734,78741,Traffic Hazard,-97.781513,03/28/2019 12:55:03 AM +0000
90735,78712,Traffic Hazard,-97.735448,03/28/2019 08:05:03 AM +0000
90740,78748,Traffic Hazard,-97.789878,03/27/2019 04:40:04 PM +0000
90741,78751,Crash Urgent,-97.70700500000001,03/27/2019 07:00:07 PM +0000
90746,78728,Crash Service,-97.705242,03/27/2019 09:25:04 PM +0000
90748,78712,Traffic Hazard,-97.73869499999999,03/27/2019 10:00:07 PM +0000
90749,78712,Traffic Hazard,-97.72314300000001,03/27/2019 10:40:04 PM +0000
90750,78748,COLLISION,-97.842648,03/27/2019 10:50:04 PM +0000
90751,78712,Crash Urgent,-97.711534,03/27/2019 11:00:06 PM +0000
90752,78712,zSTALLED VEHICLE,-97.750704,03/28/2019 12:55:03 AM +0000
90753,78742,COLLISN/ LVNG SCN,-97.536047,03/28/2019 11:25:04 AM +0000
90762,78752,Traffic Hazard,-97.6979,03/27/2019 04:15:04 PM +0000
90766,78728,Traffic Hazard,-97.71428,03/27/2019 04:20:05 PM +0000
90769,78712,Traffic Hazard,-97.70394499999999,03/27/2019 07:25:04 PM +0000
90773,78729,Traffic Hazard,-97.725734,03/27/2019 08:10:05 PM +0000
90774,78729,Traffic Hazard,-97.736062,03/27/2019 08:25:10 PM +0000
90775,78712,Traffic Hazard,-97.71557299999999,03/27/2019 10:00:07 PM +0000
90776,78742,TRFC HAZD/ DEBRIS,-97.560975,03/27/2019 10:40:04 PM +0000
90777,78729,Crash Urgent,-97.825725,03/27/2019 10:55:03 PM +0000
90778,78757,Crash Service,-97.746398,03/27/2019 11:00:06 PM +0000
90779,78729,COLLISION,-97.828419,03/27/2019 11:15:04 PM +0000
90780,78752,Crash Urgent,-97.689619,03/28/2019 02:25:04 AM +0000
90781,78748,Crash Urgent,-97.80506,03/28/2019 12:15:04 PM +0000
90785,78728,Traffic Hazard,-97.70441,03/27/2019 04:15:04 PM +0000
90786,78712,Crash Service,-97.698939,03/27/2019 04:40:04 PM +0000
90790,78751,Crash Urgent,-97.685073,03/27/2019 07:00:07 PM +0000
90794,78745,Traffic Hazard,-97.80595799999999,03/27/2019 07:25:04 PM +0000
90795,78712,Crash Urgent,-97.739337,03/27/2019 07:30:05 PM +0000
90799,78757,zSTALLED VEHICLE,-97.732486,03/27/2019 08:30:07 PM +0000
90804,78701,Crash Service,-97.769699,03/27/2019 10:30:05 PM +0000
90805,78712,Traffic Hazard,-97.76106800000001,03/27/2019 10:55:03 PM +0000
90806,78701,Crash Service,-97.78056600000001,03/27/2019 11:25:03 PM +0000
90807,78712,Crash Urgent,-97.767441,03/28/2019 12:30:05 AM +0000
90808,78751,Crash Urgent,-97.685908,03/28/2019 01:35:04 AM +0000
90824,78728,Traffic Hazard,-97.692719,03/27/2019 04:25:03 PM +0000
90825,78728,Traffic Hazard,-97.702997,03/27/2019 04:25:03 PM +0000
90826,78712,Traffic Hazard,-97.74029399999999,03/27/2019 04:30:04 PM +0000
90827,78756,Traffic Hazard,-97.732892,03/27/2019 08:05:04 PM +0000
90828,78742,TRFC HAZD/ DEBRIS,-97.607058,03/27/2019 08:25:10 PM +0000
90829,78749,Crash Service,-97.876502,03/27/2019 09:25:04 PM +0000
90830,78712,Traffic Hazard,-97.747974,03/27/2019 10:45:04 PM +0000
90831,78756,Crash Urgent,-97.725828,03/27/2019 11:40:03 PM +0000
90832,78757,Traffic Hazard,-97.752224,03/28/2019 01:15:04 AM +0000
90833,78742,Crash Urgent,-97.674018,03/28/2019 12:35:04 PM +0000
90838,78728,VEHICLE FIRE,-97.66958199999999,03/27/2019 04:55:04 PM +0000
90839,78757,Crash Urgent,-97.69633,03/27/2019 05:30:10 PM +0000
90840,78751,Crash Service,-97.690584,03/27/2019 06:25:04 PM +0000
90845,78729,Traffic Hazard,-97.794315,03/27/2019 07:10:04 PM +0000
90846,78754,Traffic Hazard,-97.583027,03/27/2019 08:00:06 PM +0000
90852,78745,Crash Urgent,-97.803619,03/27/2019 10:05:04 PM +0000
90853,78757,Crash Urgent,-97.780412,03/27/2019 10:15:05 PM +0000
90854,78752,Crash Urgent,-97.69491,03/27/2019 10:15:05 PM +0000
90855,78712,Traffic Hazard,-97.744811,03/27/2019 11:00:06 PM +0000
90856,78728,Crash Service,-97.672537,03/28/2019 03:30:04 AM +0000
90857,78752,Crash Urgent,-97.679128,03/28/2019 01:45:04 PM +0000
90868,78712,Crash Urgent,-97.743746,03/27/2019 04:50:04 PM +0000
90869,78757,Traffic Hazard,-97.744651,03/27/2019 08:00:06 PM +0000
90874,78728,Traffic Hazard,-97.697951,03/27/2019 09:25:04 PM +0000
90875,78728,Traffic Hazard,-97.688604,03/27/2019 11:10:03 PM +0000
90876,78712,Crash Urgent,-97.70394499999999,03/28/2019 12:30:05 AM +0000
90877,78712,Crash Urgent,-97.726743,03/28/2019 12:55:03 AM +0000
90878,78728,COLLISION,-97.641062,03/28/2019 02:10:03 AM +0000
90879,78752,COLLISION,-97.668564,03/28/2019 12:05:04 PM +0000
90880,78726,TRFC HAZD/ DEBRIS,-97.84513299999999,03/28/2019 12:30:04 PM +0000
90881,78712,Traffic Hazard,-97.728674,03/28/2019 12:45:05 PM +0000
90882,78756,Traffic Hazard,-97.751137,03/28/2019 12:55:03 PM +0000
90883,78752,COLLISION WITH INJURY,-97.66204499999999,03/28/2019 01:55:05 PM +0000
90887,78703,Traffic Hazard,-97.806499,03/27/2019 04:40:04 PM +0000
90888,78729,Traffic Hazard,-97.824949,03/27/2019 08:55:04 PM +0000
90889,78701,Traffic Hazard,-97.733583,03/27/2019 09:00:10 PM +0000
90894,78728,COLLISION,-97.58087900000001,03/27/2019 11:10:03 PM +0000
90896,78729,COLLISION,-97.834862,03/27/2019 11:15:04 PM +0000
90899,78701,Traffic Hazard,-97.764155,03/28/2019 02:55:03 AM +0000
90902,78752,Traffic Hazard,-97.659497,03/28/2019 12:30:04 PM +0000
90903,78729,Crash Urgent,-97.763485,03/28/2019 01:05:05 PM +0000
90904,78728,COLLISION,-97.641062,03/28/2019 01:10:04 PM +0000
90908,78748,zSTALLED VEHICLE,-97.803189,03/27/2019 04:50:04 PM +0000
90909,78712,Crash Service,-97.719414,03/27/2019 05:55:04 PM +0000
90913,78701,Crash Service,-97.732607,03/27/2019 09:05:07 PM +0000
90916,78757,Crash Service,-97.731049,03/27/2019 09:20:05 PM +0000
90921,78712,Crash Urgent,-97.716219,03/28/2019 02:15:05 AM +0000
90925,78701,Crash Urgent,-97.763421,03/28/2019 02:20:04 AM +0000
90926,78701,Crash Urgent,-97.763598,03/28/2019 02:25:04 AM +0000
90927,78748,COLLISION,-97.853131,03/28/2019 03:10:03 AM +0000
90928,78748,Crash Service,-97.791477,03/28/2019 03:15:03 AM +0000
90929,78751,Traffic Hazard,-97.70088100000001,03/28/2019 12:55:03 PM +0000
90944,78751,Crash Service,-97.709937,03/27/2019 05:20:03 PM +0000
90945,78749,Crash Urgent,-97.838651,03/27/2019 06:10:05 PM +0000
90946,78729,Crash Urgent,-97.798197,03/27/2019 08:50:10 PM +0000
90949,78751,Traffic Hazard,-97.702738,03/28/2019 02:30:05 AM +0000
90950,78741,Crash Urgent,-97.767899,03/28/2019 04:55:03 AM +0000
90954,78712,Crash Service,-97.738788,03/28/2019 12:30:04 PM +0000
90965,78712,Traffic Hazard,-97.754435,03/27/2019 09:00:10 PM +0000
90966,78757,Traffic Hazard,-97.752224,03/28/2019 04:45:04 AM +0000
90967,78751,Traffic Hazard,-97.715068,03/28/2019 12:35:04 PM +0000
90968,78741,Crash Urgent,-97.774792,03/28/2019 01:05:05 PM +0000
90974,78728,COLLISION,-97.633021,03/27/2019 10:05:04 PM +0000
90976,78729,zSTALLED VEHICLE,-97.816017,03/28/2019 03:05:04 AM +0000
90980,78754,COLLISN/ LVNG SCN,-97.505749,03/28/2019 01:00:11 PM +0000
91032,78728,Crash Service,-97.697052,03/27/2019 09:10:07 PM +0000
91033,78701,Crash Urgent,-97.765327,03/27/2019 10:10:04 PM +0000
91037,78729,Crash Urgent,-97.804201,03/28/2019 04:30:05 AM +0000
91038,78712,Traffic Hazard,-97.757094,03/28/2019 12:40:04 PM +0000
91088,78712,Crash Urgent,-97.74055600000001,03/28/2019 03:15:03 AM +0000
91108,78712,Traffic Hazard,-97.742125,03/28/2019 03:55:03 AM +0000
91111,78745,Crash Urgent,-97.807144,03/28/2019 02:25:04 PM +0000
91135,78751,zSTALLED VEHICLE,-97.675584,03/28/2019 04:30:05 AM +0000
91138,78745,Crash Urgent,-97.807338,03/28/2019 02:15:05 PM +0000
91171,78722,Crash Urgent,-97.678662,03/28/2019 04:50:04 AM +0000
91177,78751,Crash Urgent,-97.707966,03/28/2019 01:25:04 PM +0000
91188,78741,Crash Service,-97.701164,03/28/2019 05:10:04 AM +0000
91189,78712,Traffic Hazard,-97.74317099999999,03/28/2019 01:15:05 PM +0000
91190,78752,Crash Urgent,-97.680689,03/28/2019 01:45:04 PM +0000
91220,78712,Crash Service,-97.731792,03/28/2019 05:30:04 AM +0000
91223,78733,COLLISION WITH INJURY,-97.862952,03/28/2019 02:35:05 PM +0000
91237,78729,Crash Service,-97.76959599999999,03/28/2019 05:15:04 AM +0000
91245,78701,Traffic Hazard,-97.78236,03/28/2019 01:30:05 PM +0000
91251,78703,TRFC HAZD/ DEBRIS,-97.851884,03/28/2019 01:55:05 PM +0000
91262,78741,Crash Urgent,-97.779123,03/28/2019 08:35:05 AM +0000
91263,78741,Traffic Hazard,-97.69783000000001,03/28/2019 01:35:05 PM +0000
91279,78757,zSTALLED VEHICLE,-97.774172,03/28/2019 05:10:04 AM +0000
91305,78728,COLLISION WITH INJURY,-97.683807,03/28/2019 07:25:04 AM +0000
91306,78741,Crash Service,-97.792214,03/28/2019 07:30:05 AM +0000
91312,78712,Crash Service,-97.75044799999999,03/28/2019 02:25:04 PM +0000
91325,78701,Crash Urgent,-97.726495,03/28/2019 06:55:03 AM +0000
91326,78741,Traffic Hazard,-97.791753,03/28/2019 07:00:06 AM +0000
91351,78730,zSTALLED VEHICLE,-97.81627900000001,03/28/2019 01:45:04 PM +0000
91355,78712,Traffic Hazard,-97.702487,03/28/2019 01:55:05 PM +0000
91357,78712,Crash Urgent,-97.741325,03/28/2019 01:55:05 PM +0000
91358,78751,Crash Service,-97.66824799999999,03/28/2019 02:55:04 PM +0000
91378,78645,LOOSE LIVESTOCK,-97.960014,03/28/2019 03:55:05 PM +0000
91405,78751,Traffic Hazard,-97.699555,03/28/2019 02:00:06 PM +0000
91408,78752,Crash Urgent,-97.68189100000001,03/28/2019 02:15:05 PM +0000
91409,78752,COLLISN/ LVNG SCN,-97.66204499999999,03/28/2019 02:25:04 PM +0000
91410,78757,Crash Urgent,-97.709829,03/28/2019 03:45:04 PM +0000
91427,78712,Traffic Hazard,-97.765086,03/28/2019 02:05:04 PM +0000
91428,78751,Crash Urgent,-97.701841,03/28/2019 03:25:04 PM +0000
91456,78756,Crash Urgent,-97.707634,03/28/2019 03:25:04 PM +0000
91480,78741,Traffic Hazard,-97.687698,03/28/2019 02:30:05 PM +0000
91483,78723,Traffic Hazard,-97.603158,03/28/2019 05:10:04 PM +0000
91531,78701,Crash Service,-97.79424200000001,03/28/2019 02:15:05 PM +0000
91533,78751,Crash Service,-97.700108,03/28/2019 02:15:05 PM +0000
91556,78748,Crash Urgent,-97.79510400000001,03/28/2019 03:10:04 PM +0000
91585,78747,COLLISION,-97.674465,03/28/2019 05:30:04 PM +0000
91611,78701,Traffic Hazard,-97.768315,03/28/2019 02:30:05 PM +0000
91613,78701,Crash Urgent,-97.722122,03/28/2019 04:30:05 PM +0000
91664,78729,Traffic Hazard,-97.79006,03/28/2019 02:55:04 PM +0000
91689,78751,Traffic Hazard,-97.699555,03/28/2019 02:55:04 PM +0000
91741,78701,Crash Service,-97.758461,03/28/2019 03:15:05 PM +0000
91819,78712,Crash Urgent,-97.743049,03/28/2019 03:15:05 PM +0000
91847,78726,TRFC HAZD/ DEBRIS,-97.897671,03/28/2019 03:20:05 PM +0000
91849,78741,Traffic Hazard,-97.778818,03/28/2019 03:50:04 PM +0000
91850,78712,Crash Service,-97.725075,03/28/2019 05:10:04 PM +0000
91876,78701,Crash Service,-97.775565,03/28/2019 03:35:06 PM +0000
91879,78722,Crash Urgent,-97.698335,03/28/2019 05:45:04 PM +0000
91904,78741,TRFC HAZD/ DEBRIS,-97.680841,03/28/2019 03:40:06 PM +0000
91906,78728,Traffic Hazard,-97.704266,03/28/2019 03:45:04 PM +0000
91907,78748,Crash Urgent,-97.790607,03/28/2019 03:55:05 PM +0000
91912,78712,Traffic Hazard,-97.742799,03/28/2019 05:45:04 PM +0000
91916,78721,COLLISION/PRIVATE PROPERTY,-97.62324699999999,03/28/2019 05:55:04 PM +0000
91920,78724,LOOSE LIVESTOCK,-97.47565,03/28/2019 06:55:03 PM +0000
91922,78741,Crash Urgent,-97.73888199999999,03/28/2019 07:45:05 PM +0000
91933,78712,Traffic Hazard,-97.758521,03/28/2019 03:45:04 PM +0000
91936,78703,Traffic Hazard,-97.834521,03/28/2019 05:45:04 PM +0000
91940,78701,Crash Urgent,-97.764687,03/28/2019 07:20:09 PM +0000
91954,78728,TRFC HAZD/ DEBRIS,-97.677193,03/28/2019 03:45:04 PM +0000
91956,78701,Traffic Hazard,-97.787801,03/28/2019 04:05:05 PM +0000
91958,78701,Crash Service,-97.78840600000001,03/28/2019 04:35:04 PM +0000
91961,78701,Crash Urgent,-97.760103,03/28/2019 05:50:08 PM +0000
91974,78701,Traffic Hazard,-97.788663,03/28/2019 04:25:04 PM +0000
91977,78701,Crash Urgent,-97.764934,03/28/2019 06:25:04 PM +0000
91994,78712,Traffic Hazard,-97.745513,03/28/2019 04:00:06 PM +0000
91996,78712,Traffic Hazard,-97.749088,03/28/2019 06:15:04 PM +0000
92011,78754,COLLISION,-97.557255,03/28/2019 04:40:04 PM +0000
92015,78757,Crash Service,-97.756998,03/28/2019 06:15:04 PM +0000
92017,78722,Crash Service,-97.689561,03/28/2019 06:35:05 PM +0000
92033,78741,Crash Urgent,-97.77364399999999,03/28/2019 06:10:03 PM +0000
92036,78742,COLLISION,-97.629441,03/28/2019 06:45:04 PM +0000
92041,78741,Crash Urgent,-97.771242,03/28/2019 07:25:05 PM +0000
92053,78752,Traffic Hazard,-97.613107,03/28/2019 04:55:03 PM +0000
92061,78728,COLLISN/ LVNG SCN,-97.6528,03/28/2019 07:00:07 PM +0000
92062,78712,Crash Service,-97.727326,03/28/2019 07:00:07 PM +0000
92079,78729,Traffic Hazard,-97.79870799999999,03/28/2019 06:55:03 PM +0000
92080,78729,Traffic Hazard,-97.79199100000001,03/28/2019 07:00:07 PM +0000
92082,78745,Crash Service,-97.796075,03/28/2019 07:50:04 PM +0000
92127,78756,zSTALLED VEHICLE,-97.79684499999999,03/28/2019 07:00:07 PM +0000
92264,78712,TRFC HAZD/ DEBRIS,-97.789862,03/28/2019 07:15:05 PM +0000
92265,78712,Crash Urgent,-97.706374,03/28/2019 09:05:06 PM +0000
92293,78701,Traffic Hazard,-97.763951,03/28/2019 08:00:07 PM +0000
92340,78712,Crash Urgent,-97.735603,03/28/2019 07:50:04 PM +0000
92367,78728,Crash Service,-97.677784,03/28/2019 07:40:05 PM +0000
92369,78756,Crash Urgent,-97.716629,03/28/2019 08:00:07 PM +0000
92395,78726,TRFC HAZD/ DEBRIS,-97.92457900000001,03/28/2019 07:55:03 PM +0000
92420,78701,Traffic Hazard,-97.777183,03/28/2019 07:55:03 PM +0000
92452,78730,Traffic Hazard,-97.825284,03/28/2019 09:00:07 PM +0000
92454,78712,Crash Urgent,-97.777135,03/29/2019 12:25:03 AM +0000
92457,78712,Traffic Hazard,-97.71661800000001,03/29/2019 01:55:03 AM +0000
92474,78701,Crash Urgent,-97.717471,03/28/2019 08:45:06 PM +0000
92503,78751,Crash Urgent,-97.702682,03/28/2019 10:35:04 PM +0000
92531,78712,Crash Service,-97.732472,03/28/2019 10:25:03 PM +0000
92556,78701,Crash Urgent,-97.73600400000001,03/28/2019 09:40:04 PM +0000
92584,78741,Traffic Hazard,-97.774792,03/28/2019 09:15:05 PM +0000
92610,78701,Crash Urgent,-97.764163,03/28/2019 09:35:05 PM +0000
92632,78756,Traffic Hazard,-97.733003,03/28/2019 09:15:05 PM +0000
92633,78701,Crash Urgent,-97.76020799999999,03/28/2019 10:15:04 PM +0000
92634,78751,Crash Service,-97.689273,03/28/2019 10:55:03 PM +0000
92662,78701,Crash Urgent,-97.71233199999999,03/28/2019 10:20:05 PM +0000
92687,78701,Crash Urgent,-97.71233199999999,03/28/2019 09:15:05 PM +0000
92689,78751,Crash Service,-97.657892,03/28/2019 09:15:05 PM +0000
92713,78701,Traffic Hazard,-97.80054399999999,03/28/2019 09:15:05 PM +0000
92715,78742,TRFC HAZD/ DEBRIS,-97.598564,03/28/2019 09:40:04 PM +0000
92717,78722,Crash Service,-97.693017,03/28/2019 09:55:03 PM +0000
92720,78728,COLLISION,-97.619236,03/29/2019 12:30:04 AM +0000
92722,78729,Traffic Hazard,-97.762424,03/29/2019 12:40:04 AM +0000
92724,78728,VEHICLE FIRE,-97.677699,03/29/2019 12:45:05 AM +0000
92726,78745,zSTALLED VEHICLE,-97.792672,03/29/2019 01:15:04 AM +0000
92737,78712,Traffic Hazard,-97.749276,03/28/2019 09:20:04 PM +0000
